id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,method,umpire1,umpire2,is_playoff,is_eliminator,is_qualifier,is_final,home_of
335982,Bangalore,18-04-2008,Brendon McCullum,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,140,,Asad Rauf,Rudi Koertzen,0,0,0,0,Royal Challengers Bangalore
335983,Chandigarh,19-04-2008,Michael Hussey,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,33,,Mark Benson,Suresh Shastri,0,0,0,0,Kings XI Punjab
335984,Delhi,19-04-2008,Farveez Maharoof,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Delhi Capitals,wickets,9,,Aleem Dar,G. A. Pratapkumar,0,0,0,0,Delhi Capitals
335985,Mumbai,20-04-2008,Mark Boucher,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,5,,Steve Davis,Daryl Harper,0,0,0,0,Mumbai Indians
335986,Kolkata,20-04-2008,David Hussey,Eden Gardens,0,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,bat,Kolkata Knight Riders,wickets,5,,Billy Bowden,Krishna Hariharan,0,0,0,0,Kolkata Knight Riders
335987,Jaipur,21-04-2008,Shane Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,Rajasthan Royals,wickets,6,,Aleem Dar,Russell Tiffin,0,0,0,0,Rajasthan Royals
335988,Hyderabad,22-04-2008,Virender Sehwag,Rajiv Gandhi International Stadium,0,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,Delhi Capitals,wickets,9,,Ian Howell,Amiesh Saheba,0,0,0,0,Deccan Chargers
335989,Chennai,23-04-2008,Matthew Hayden,MA Chidambaram Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,6,,Daryl Harper,G. A. Pratapkumar,0,0,0,0,Chennai Super Kings
335990,Hyderabad,24-04-2008,Yusuf Pathan,Rajiv Gandhi International Stadium,0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,,Asad Rauf,Mark Benson,0,0,0,0,Deccan Chargers
335991,Chandigarh,25-04-2008,Kumar Sangakkara,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,66,,Aleem Dar,Amiesh Saheba,0,0,0,0,Kings XI Punjab
335992,Bangalore,26-04-2008,Shane Watson,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,,Mark Benson,Ian Howell,0,0,0,0,Royal Challengers Bangalore
335993,Chennai,26-04-2008,Jacob Oram,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,9,,Billy Bowden,Arani Jayaprakash,0,0,0,0,Chennai Super Kings
335994,Mumbai,27-04-2008,Adam Gilchrist,Dr DY Patil Sports Academy,0,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,10,,Asad Rauf,Suresh Shastri,0,0,0,0,Mumbai Indians
335995,Chandigarh,27-04-2008,Simon Katich,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,bat,Kings XI Punjab,wickets,4,,Rudi Koertzen,Ivaturi Shivram,0,0,0,0,Kings XI Punjab
335996,Bangalore,28-04-2008,Mahendra Singh Dhoni,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,13,,Billy Doctrove,Russell Tiffin,0,0,0,0,Royal Challengers Bangalore
335997,Kolkata,29-04-2008,Sanath Jayasuriya,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,7,,Billy Bowden,Arani Jayaprakash,0,0,0,0,Kolkata Knight Riders
335998,Delhi,30-04-2008,Glenn McGrath,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,runs,10,,Aleem Dar,Ivaturi Shivram,0,0,0,0,Delhi Capitals
335999,Hyderabad,01-05-2008,Shaun Marsh,Rajiv Gandhi International Stadium,0,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7,,Billy Doctrove,Russell Tiffin,0,0,0,0,Deccan Chargers
336000,Jaipur,01-05-2008,Swapnil Asnodkar,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,45,,Rudi Koertzen,G. A. Pratapkumar,0,0,0,0,Rajasthan Royals
336001,Chennai,02-05-2008,Virender Sehwag,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,wickets,8,,Billy Bowden,Krishna Hariharan,0,0,0,0,Chennai Super Kings
336002,Hyderabad,25-05-2008,Vinay Kumar,Rajiv Gandhi International Stadium,0,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,Royal Challengers Bangalore,wickets,5,,Asad Rauf,Rudi Koertzen,0,0,0,0,Deccan Chargers
336003,Chandigarh,03-05-2008,Irfan Pathan,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kings XI Punjab,runs,9,,Daryl Harper,Ivaturi Shivram,0,0,0,0,Kings XI Punjab
336004,Mumbai,04-05-2008,Shaun Pollock,Dr DY Patil Sports Academy,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,29,,Ian Howell,Rudi Koertzen,0,0,0,0,Mumbai Indians
336005,Jaipur,04-05-2008,Sohail Tanvir,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,8,,Asad Rauf,Arani Jayaprakash,0,0,0,0,Rajasthan Royals
336006,Bangalore,05-05-2008,S Sreesanth,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6,,Steve Davis,Billy Doctrove,0,0,0,0,Royal Challengers Bangalore
336007,Chennai,06-05-2008,Adam Gilchrist,MA Chidambaram Stadium,0,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,7,,Mark Benson,Russell Tiffin,0,0,0,0,Chennai Super Kings
336008,Mumbai,07-05-2008,Ashish Nehra,Dr DY Patil Sports Academy,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,wickets,7,,Daryl Harper,Rudi Koertzen,0,0,0,0,Mumbai Indians
336009,Delhi,08-05-2008,Mahendra Singh Dhoni,Arun Jaitley Stadium,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4,,Aleem Dar,Russell Tiffin,0,0,0,0,Delhi Capitals
336010,Kolkata,08-05-2008,Sourav Ganguly,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,5,,Asad Rauf,Ian Howell,0,0,0,0,Kolkata Knight Riders
336011,Jaipur,09-05-2008,Yusuf Pathan,Sawai Mansingh Stadium,0,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,Rajasthan Royals,wickets,8,,Mark Benson,Amiesh Saheba,0,0,0,0,Rajasthan Royals
336012,Bangalore,28-05-2008,Dilhara Fernando,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,9,,Billy Bowden,Arani Jayaprakash,0,0,0,0,Royal Challengers Bangalore
336013,Chennai,10-05-2008,Lakshmipathy Balaji,MA Chidambaram Stadium,0,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Chennai Super Kings,runs,18,,Arani Jayaprakash,Brian Jerling,0,0,0,0,Chennai Super Kings
336014,Hyderabad,11-05-2008,Sourav Ganguly,Rajiv Gandhi International Stadium,0,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23,,Ian Howell,Amiesh Saheba,0,0,0,0,Deccan Chargers
336015,Jaipur,11-05-2008,Shane Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,,Steve Davis,Rudi Koertzen,0,0,0,0,Rajasthan Royals
336016,Chandigarh,12-05-2008,Shaun Marsh,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,9,,Billy Doctrove,Ivaturi Shivram,0,0,0,0,Kings XI Punjab
336017,Kolkata,13-05-2008,Shoaib Akhtar,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23,,Asad Rauf,Ian Howell,0,0,0,0,Kolkata Knight Riders
336018,Mumbai,14-05-2008,Sanath Jayasuriya,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,9,,Billy Doctrove,Amiesh Saheba,0,0,0,0,Mumbai Indians
336019,Chandigarh,28-05-2008,Shaun Marsh,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,41,,Steve Davis,Krishna Hariharan,0,0,0,0,Kings XI Punjab
336020,Delhi,15-05-2008,Amit Mishra,Arun Jaitley Stadium,0,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,Delhi Capitals,runs,12,,Brian Jerling,G. A. Pratapkumar,0,0,0,0,Delhi Capitals
336021,Mumbai,16-05-2008,Shaun Pollock,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,8,,Billy Doctrove,Daryl Harper,0,0,0,0,Mumbai Indians
336022,Delhi,17-05-2008,Mahela Jayawardene,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Kings XI Punjab,runs,6,D/L,Arani Jayaprakash,Rudi Koertzen,0,0,0,0,Delhi Capitals
336023,Jaipur,17-05-2008,Graeme Smith,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,runs,65,,Billy Bowden,Suresh Shastri,0,0,0,0,Rajasthan Royals
336024,Hyderabad,18-05-2008,Dwayne Bravo,Rajiv Gandhi International Stadium,0,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Mumbai Indians,runs,25,,Billy Doctrove,Daryl Harper,0,0,0,0,Deccan Chargers
336025,Kolkata,18-05-2008,Makhaya Ntini,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,runs,3,D/L,Asad Rauf,Krishna Hariharan,0,0,0,0,Kolkata Knight Riders
336026,Bangalore,19-05-2008,Shreevats Goswami,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5,,Steve Davis,G. A. Pratapkumar,0,0,0,0,Royal Challengers Bangalore
336027,Kolkata,20-05-2008,Yusuf Pathan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,,Brian Jerling,Rudi Koertzen,0,0,0,0,Kolkata Knight Riders
336028,Mumbai,21-05-2008,Shaun Marsh,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab,runs,1,,Billy Bowden,G. A. Pratapkumar,0,0,0,0,Mumbai Indians
336029,Chennai,21-05-2008,Anil Kumble,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,14,,Daryl Harper,Ivaturi Shivram,0,0,0,0,Chennai Super Kings
336031,Chandigarh,23-05-2008,Shaun Marsh,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Kings XI Punjab,wickets,6,,Asad Rauf,Steve Davis,0,0,0,0,Kings XI Punjab
336032,Delhi,24-05-2008,Dinesh Karthik,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Delhi Capitals,wickets,5,,Billy Bowden,Krishna Hariharan,0,0,0,0,Delhi Capitals
336033,Chennai,24-05-2008,Albie Morkel,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,10,,Daryl Harper,Suresh Shastri,0,0,0,0,Chennai Super Kings
336034,Bangalore,03-05-2008,Praveen Kumar,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,Royal Challengers Bangalore,runs,3,,Billy Doctrove,Suresh Shastri,0,0,0,0,Royal Challengers Bangalore
336035,Kolkata,25-05-2008,Umar Gul,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,3,,Steve Davis,Ivaturi Shivram,0,0,0,0,Kolkata Knight Riders
336036,Jaipur,26-05-2008,Sohail Tanvir,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,wickets,5,,Billy Bowden,Krishna Hariharan,0,0,0,0,Rajasthan Royals
336037,Hyderabad,27-05-2008,Suresh Raina,Rajiv Gandhi International Stadium,0,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Chennai Super Kings,wickets,7,,Brian Jerling,Amiesh Saheba,0,0,0,0,Deccan Chargers
336038,Mumbai,30-05-2008,Shane Watson,Wankhede Stadium,1,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,runs,105,,Billy Bowden,Rudi Koertzen,1,0,1,0,
336039,Mumbai,31-05-2008,Makhaya Ntini,Wankhede Stadium,1,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Chennai Super Kings,wickets,9,,Asad Rauf,Daryl Harper,1,0,1,0,
336040,Mumbai,01-06-2008,Yusuf Pathan,Dr DY Patil Sports Academy,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,,Billy Bowden,Rudi Koertzen,1,0,0,1,
392181,Cape Town,18-04-2009,Sachin Tendulkar,Newlands Cricket Ground,1,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Mumbai Indians,runs,19,,Billy Doctrove,Krishna Hariharan,0,0,0,0,
392182,Cape Town,18-04-2009,Rahul Dravid,Newlands Cricket Ground,1,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,75,,Billy Doctrove,Russell Tiffin,0,0,0,0,
392183,Cape Town,19-04-2009,Daniel Vettori,Newlands Cricket Ground,1,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,Delhi Capitals,wickets,10,D/L,Mark Benson,Shashank Ranade,0,0,0,0,
392184,Cape Town,19-04-2009,RP Singh,Newlands Cricket Ground,1,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,bat,Deccan Chargers,wickets,8,,Mark Benson,Billy Doctrove,0,0,0,0,
392185,Port Elizabeth,20-04-2009,Muttiah Muralitharan,St George's Park,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,92,,Brian Jerling,Simon Taufel,0,0,0,0,
392186,Durban,21-04-2009,Chris Gayle,Hollywoodbets Kingsmead Stadium,1,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,runs,11,D/L,Daryl Harper,Shashank Ranade,0,0,0,0,
392188,Cape Town,22-04-2009,Adam Gilchrist,Newlands Cricket Ground,1,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,24,,Marais Erasmus,Amiesh Saheba,0,0,0,0,
392189,Durban,23-04-2009,AB de Villiers,Hollywoodbets Kingsmead Stadium,1,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,9,,Billy Doctrove,Simon Taufel,0,0,0,0,
392190,Cape Town,23-04-2009,Yusuf Pathan,Newlands Cricket Ground,1,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Rajasthan Royals,tie,,,Mark Benson,Marais Erasmus,0,0,0,0,
392191,Durban,24-04-2009,Ravi Bopara,Hollywoodbets Kingsmead Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kings XI Punjab,wickets,7,,Billy Doctrove,Tyron Wijewardene,0,0,0,0,
392192,Durban,25-04-2009,Pragyan Ojha,Hollywoodbets Kingsmead Stadium,1,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,12,,Kumar Dharmasena,Simon Taufel,0,0,0,0,
392194,Port Elizabeth,26-04-2009,Tillakaratne Dilshan,St George's Park,1,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Delhi Capitals,wickets,6,,Sudhir Asnani,Brian Jerling,0,0,0,0,
392195,Cape Town,26-04-2009,Kumar Sangakkara,Newlands Cricket Ground,1,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Kings XI Punjab,runs,27,,Marais Erasmus,Krishna Hariharan,0,0,0,0,
392196,Durban,27-04-2009,Herschelle Gibbs,Hollywoodbets Kingsmead Stadium,1,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6,,Ian Howell,Tyron Wijewardene,0,0,0,0,
392197,Port Elizabeth,27-04-2009,Sachin Tendulkar,St George's Park,1,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,92,,Brian Jerling,Russell Tiffin,0,0,0,0,
392198,Centurion,28-04-2009,Yusuf Pathan,SuperSport Park,1,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Rajasthan Royals,wickets,5,,Gary Baxter,Rudi Koertzen,0,0,0,0,
392199,Durban,29-04-2009,Mark Boucher,Hollywoodbets Kingsmead Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,Royal Challengers Bangalore,wickets,5,,Mark Benson,Tyron Wijewardene,0,0,0,0,
392200,Durban,29-04-2009,Kumar Sangakkara,Hollywoodbets Kingsmead Stadium,1,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Kings XI Punjab,runs,3,,Mark Benson,Suresh Shastri,0,0,0,0,
392201,Centurion,30-04-2009,Dirk Nannes,SuperSport Park,1,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,,Gary Baxter,Amiesh Saheba,0,0,0,0,
392202,Centurion,30-04-2009,Suresh Raina,SuperSport Park,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,38,,Gary Baxter,Rudi Koertzen,0,0,0,0,
392203,East London,01-05-2009,JP Duminy,Buffalo Park,1,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9,,Marais Erasmus,Shavir Tarapore,0,0,0,0,
392204,Durban,01-05-2009,Yuvraj Singh,Hollywoodbets Kingsmead Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,8,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,
392205,Port Elizabeth,02-05-2009,Yusuf Pathan,St George's Park,1,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,wickets,3,,Sudhir Asnani,Brian Jerling,0,0,0,0,
392206,Johannesburg,02-05-2009,Shadab Jakati,The Wanderers Stadium,1,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,18,,Daryl Harper,Rudi Koertzen,0,0,0,0,
392207,Port Elizabeth,03-05-2009,Mahela Jayawardene,St George's Park,1,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kings XI Punjab,wickets,6,,Sudhir Asnani,Mark Benson,0,0,0,0,
392208,Johannesburg,03-05-2009,Jacques Kallis,The Wanderers Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bangalore,wickets,9,,Rudi Koertzen,Tyron Wijewardene,0,0,0,0,
392209,East London,04-05-2009,Mahendra Singh Dhoni,Buffalo Park,1,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,78,,Billy Doctrove,Marais Erasmus,0,0,0,0,
392210,Durban,05-05-2009,Graeme Smith,Hollywoodbets Kingsmead Stadium,1,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,78,,Sanjay Hazare,Ian Howell,0,0,0,0,
392211,Durban,05-05-2009,Gautam Gambhir,Hollywoodbets Kingsmead Stadium,1,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,wickets,9,,Gary Baxter,Ian Howell,0,0,0,0,
392212,Centurion,06-05-2009,Rohit Sharma,SuperSport Park,1,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Deccan Chargers,runs,19,,Mark Benson,Kumar Dharmasena,0,0,0,0,
392213,Centurion,07-05-2009,Anureet Singh,SuperSport Park,1,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,,Krishna Hariharan,Daryl Harper,0,0,0,0,
392214,Centurion,07-05-2009,Matthew Hayden,SuperSport Park,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,12,D/L,Daryl Harper,Tyron Wijewardene,0,0,0,0,
392215,East London,08-05-2009,Ashish Nehra,Buffalo Park,1,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,wickets,7,,Marais Erasmus,Shavir Tarapore,0,0,0,0,
392216,Kimberley,09-05-2009,Mahela Jayawardene,De Beers Diamond Oval,1,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,3,,Gary Baxter,Amiesh Saheba,0,0,0,0,
392217,Kimberley,09-05-2009,Subramaniam Badrinath,De Beers Diamond Oval,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7,,Gary Baxter,Kumar Dharmasena,0,0,0,0,
392218,Port Elizabeth,10-05-2009,JP Duminy,St George's Park,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,16,,Billy Doctrove,Brian Jerling,0,0,0,0,
392219,Johannesburg,10-05-2009,Amit Mishra,The Wanderers Stadium,1,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,wickets,7,,Suresh Shastri,Russell Tiffin,0,0,0,0,
392220,Kimberley,11-05-2009,Dwayne Smith,De Beers Diamond Oval,1,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Deccan Chargers,runs,53,,Gary Baxter,Kumar Dharmasena,0,0,0,0,
392221,Centurion,12-05-2009,Ross Taylor,SuperSport Park,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6,,Marais Erasmus,Sanjay Hazare,0,0,0,0,
392222,Centurion,12-05-2009,Harbhajan Singh,SuperSport Park,1,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,8,,Sanjay Hazare,Rudi Koertzen,0,0,0,0,
392223,Durban,13-05-2009,Rajat Bhatia,Hollywoodbets Kingsmead Stadium,1,Deccan Chargers,Delhi Capitals,Deccan Chargers,field,Delhi Capitals,runs,12,,Daryl Harper,Suresh Shastri,0,0,0,0,
392224,Durban,14-05-2009,Ross Taylor,Hollywoodbets Kingsmead Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Royal Challengers Bangalore,wickets,2,,Billy Doctrove,Daryl Harper,0,0,0,0,
392225,Durban,14-05-2009,Shane Warne,Hollywoodbets Kingsmead Stadium,1,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,2,,Billy Doctrove,Daryl Harper,0,0,0,0,
392226,Bloemfontein,15-05-2009,Brett Lee,Mangaung Oval,1,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6,,Kumar Dharmasena,Ian Howell,0,0,0,0,
392227,Port Elizabeth,16-05-2009,Matthew Hayden,St George's Park,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,7,,Shavir Tarapore,Simon Taufel,0,0,0,0,
392228,Johannesburg,16-05-2009,Rohit Sharma,The Wanderers Stadium,1,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Deccan Chargers,wickets,6,,Rudi Koertzen,Sundaram Ravi,0,0,0,0,
392229,Johannesburg,17-05-2009,Yuvraj Singh,The Wanderers Stadium,1,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,1,,Sundaram Ravi,Russell Tiffin,0,0,0,0,
392230,Bloemfontein,17-05-2009,AB de Villiers,Mangaung Oval,1,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,14,,Sanjay Hazare,Ian Howell,0,0,0,0,
392231,Centurion,18-05-2009,Brad Hodge,SuperSport Park,1,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,7,,Simon Taufel,Russell Tiffin,0,0,0,0,
392232,Johannesburg,19-05-2009,Jacques Kallis,The Wanderers Stadium,1,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,Royal Challengers Bangalore,wickets,7,,Ian Howell,Russell Tiffin,0,0,0,0,
392233,Durban,20-05-2009,Laxmi Shukla,Hollywoodbets Kingsmead Stadium,1,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4,,Brian Jerling,Simon Taufel,0,0,0,0,
392234,Durban,20-05-2009,Muttiah Muralitharan,Hollywoodbets Kingsmead Stadium,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,24,,Brian Jerling,Simon Taufel,0,0,0,0,
392235,Centurion,21-05-2009,Virender Sehwag,SuperSport Park,1,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Delhi Capitals,wickets,4,,Ian Howell,Sundaram Ravi,0,0,0,0,
392236,Centurion,21-05-2009,Manish Pandey,SuperSport Park,1,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,12,,Ian Howell,Sundaram Ravi,0,0,0,0,
392237,Centurion,22-05-2009,Adam Gilchrist,SuperSport Park,1,Delhi Capitals,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6,,Billy Doctrove,Daryl Harper,1,0,1,0,
392238,Johannesburg,23-05-2009,Manish Pandey,The Wanderers Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,6,,Rudi Koertzen,Simon Taufel,1,0,1,0,
